Code,Name,Category,Tags
EA28,,duplicate,
EA29,,language,
EA2A,,duplicate,
EA2B,,duplicate,
EA2C,,duplicate,
EA2D,,duplicate,
EA2E,,duplicate,
EA2F,,duplicate,
EA30,,duplicate,
EA31,,duplicate,
EA32,,duplicate,
EA33,,duplicate,
EA34,,duplicate,
EA35,,duplicate;save-all,
EA37,List,format,
EA38,,duplicate,
EA39,,duplicate,
EA3A,,duplicate,
EA3B,,duplicate,
EA40,,duplicate,
EA41,,duplicate;rtl,
EA42,,duplicate,
EA43,,duplicate,
EA44,,duplicate,
EA47,ChromeBackMirrored,,
EA48,,duplicate,
EA49,,duplicate,
EA4A,,duplicate,
EA4B,,duplicate,
EA4C,,duplicate,
EA4E,,duplicate,
EA4F,,duplicate,
EA50,,duplicate,
EA51,,duplicate,
EA52,,duplicate,
EA53,,duplicate,
EA54,,duplicate,
EA55,,duplicate,
EA56,,duplicate;rtl,
EA57,,duplicate,
EA58,,duplicate,
EA5B,,duplicate,
EA5C,,duplicate,
EA5E,,duplicate,
EA5F,,duplicate,
EA60,,duplicate,
EA61,,duplicate,
EA62,,duplicate,
EA63,,duplicate,
EA64,,duplicate,
EA65,,duplicate;rtl,
EA69,,duplicate;audio;video;film,
EA6A,,duplicate,
EA6C,,duplicate,
EA80,,duplicate,
EA81,,duplicate,
EA82,,duplicate,
EA83,,duplicate,
EA84,,duplicate,
EA86,,duplicate,
EA89,,duplicate,
EA8A,,duplicate,
EA8B,,duplicate,
EA8C,,duplicate,
EA8D,,duplicate,
EA8E,,duplicate,
EA8F,,duplicate,
EA91,,duplicate;idea;cloud,
EA92,,duplicate,
EA93,BatteryCharging10,,
EA94,BatterySaver9,,
EA95,BatterySaver10,,
EA97,,duplicate,
EA98,,duplicate;rtl,
EA99,,duplicate,
EB47,,duplicate,
EB48,,duplicate;ferry,
EB49,,duplicate;map-pin-play,
EB4A,,duplicate;map-pin-pause,
EB4B,,duplicate,
EB4C,,duplicate,
EB4D,,duplicate;train,
EB4E,,duplicate,
EB4F,,duplicate,
EB50,,duplicate,
EB51,,duplicate,
EB52,,duplicate,
EB55,,duplicate,
EB56,,duplicate,
EB57,,duplicate,
EB58,,duplicate,
EB59,,duplicate,
EB5A,,duplicate,
EB5B,,duplicate,
EB5C,,duplicate,
EB5D,,duplicate,
EB5E,,duplicate,
EB5F,,duplicate,
EB60,,duplicate,
EB61,,duplicate,
EB62,,duplicate,
EB63,,duplicate,
EB66,,duplicate,
EB67,,duplicate,
EB68,,duplicate,
EB7E,,duplicate,
EB82,,duplicate,
EB83,,duplicate,
EB84,,duplicate,
EB85,,duplicate,
EB86,,duplicate,
EB87,,duplicate,
EB88,,duplicate,
EB89,,duplicate,
EB8A,,duplicate,
EB8B,,duplicate,
EB8C,,duplicate,
EB8D,,duplicate,
EB90,,duplicate,
EB91,,duplicate,
EB95,,duplicate,
EB96,,duplicate,
EB97,,duplicate,
EB9D,,duplicate,
EB9E,,duplicate,
EB9F,,duplicate;picture,
EBA0,MobBattery0,,
EBA1,MobBattery1,,
EBA2,MobBattery2,,
EBA3,MobBattery3,,
EBA4,MobBattery4,,
EBA5,MobBattery5,,
EBA6,MobBattery6,,
EBA7,MobBattery7,,
EBA8,MobBattery8,,
EBA9,MobBattery9,,
EBAA,MobBattery10,,
EBAB,MobBatteryCharging0,,
EBAC,MobBatteryCharging1,,
EBAD,MobBatteryCharging2,,
EBAE,MobBatteryCharging3,,
EBAF,MobBatteryCharging4,,
EBB0,MobBatteryCharging5,,
EBB1,MobBatteryCharging6,,
EBB2,MobBatteryCharging7,,
EBB3,MobBatteryCharging8,,
EBB4,MobBatteryCharging9,,
EBB5,MobBatteryChargin10,,
EBB6,MobBatterySaver0,,
EBB7,MobBatterySaver1,,
EBB8,MobBatterySaver2,,
EBB9,MobBatterySaver3,,
EBBA,MobBatterySaver4,,
EBBB,MobBatterySaver5,,
EBBC,MobBatterySaver6,,
EBBD,MobBatterySaver7,,
EBBE,MobBatterySaver8,,
EBBF,MobBatterySaver9,,
EBC0,MobBatterySaver10,,
EBC2,,language,
EBC3,,duplicate,
EC02,MobBatteryUnknown,,
