Code,Name,Category,Tags
f0a1,Bullhorn,Communication,Bullhorn;announcement;broadcast;loud;louder;loudspeaker;megaphone;public address;request;share
f0a1,Bullhorn,Marketing,Bullhorn;announcement;broadcast;loud;louder;loudspeaker;megaphone;public address;request;share
f0a1,Bullhorn,Political,Bullhorn;announcement;broadcast;loud;louder;loudspeaker;megaphone;public address;request;share
f0a1,Bullhorn,Shopping,Bullhorn;announcement;broadcast;loud;louder;loudspeaker;megaphone;public address;request;share
f140,Bullseye,Business,archery;goal;objective;strategy;target
f140,Bullseye,Marketing,archery;goal;objective;strategy;target
f140,Bullseye,Toggle,archery;goal;objective;strategy;target
f805,Burger,Food + Beverage,bacon;beef;burger;burger king;cheeseburger;fast food;grill;ground beef;mcdonalds;sandwich
e4dc,Burst,Disaster + Crisis,boom;crash;explosion
e4dc,Burst,Humanitarian,boom;crash;explosion
e4dc,Burst,Security,boom;crash;explosion
e4dc,Burst,Shapes,boom;crash;explosion
f207,Bus,Automotive,bus;oncoming;oncoming bus;public transportation;transportation;travel;vehicle
f207,Bus,Humanitarian,bus;oncoming;oncoming bus;public transportation;transportation;travel;vehicle
f207,Bus,Logistics,bus;oncoming;oncoming bus;public transportation;transportation;travel;vehicle
f207,Bus,Transportation,bus;oncoming;oncoming bus;public transportation;transportation;travel;vehicle
f207,Bus,Travel + Hotel,bus;oncoming;oncoming bus;public transportation;transportation;travel;vehicle
e81d,Bus Side,Automotive,bus;public transportation;transportation;travel;vehicle
e81d,Bus Side,Humanitarian,bus;public transportation;transportation;travel;vehicle
e81d,Bus Side,Logistics,bus;public transportation;transportation;travel;vehicle
e81d,Bus Side,Transportation,bus;public transportation;transportation;travel;vehicle
e81d,Bus Side,Travel + Hotel,bus;public transportation;transportation;travel;vehicle
f55e,Bus Simple,Automotive,mta;public transportation;transportation;travel;vehicle
f55e,Bus Simple,Logistics,mta;public transportation;transportation;travel;vehicle
f55e,Bus Simple,Transportation,mta;public transportation;transportation;travel;vehicle
f55e,Bus Simple,Travel + Hotel,mta;public transportation;transportation;travel;vehicle
f64a,Business Time,Business,alarm;briefcase;business socks;clock;flight of the conchords;portfolio;reminder;wednesday
43,C,Alphabet,Latin Capital Letter C;Latin Small Letter C;letter
f7da,Cable Car,Transportation,aerial tramway;cable;gondola;lift;mountain;mountain cableway;tram;tramway;trolley
f7da,Cable Car,Travel + Hotel,aerial tramway;cable;gondola;lift;mountain;mountain cableway;tram;tramway;trolley
f1fd,Cake Candles,Business,anniversary;bakery;birthday;birthday cake;cake;candles;celebration;dessert;frosting;holiday;party;pastry;sweet
f1fd,Cake Candles,Childhood,anniversary;bakery;birthday;birthday cake;cake;candles;celebration;dessert;frosting;holiday;party;pastry;sweet
f1fd,Cake Candles,Food + Beverage,anniversary;bakery;birthday;birthday cake;cake;candles;celebration;dessert;frosting;holiday;party;pastry;sweet
f1fd,Cake Candles,Maps,anniversary;bakery;birthday;birthday cake;cake;candles;celebration;dessert;frosting;holiday;party;pastry;sweet
f1fd,Cake Candles,Social,anniversary;bakery;birthday;birthday cake;cake;candles;celebration;dessert;frosting;holiday;party;pastry;sweet
f1ec,Calculator,Business,Pocket Calculator;abacus;addition;arithmetic;counting;math;multiplication;subtraction
f1ec,Calculator,Mathematics,Pocket Calculator;abacus;addition;arithmetic;counting;math;multiplication;subtraction
f133,Calendar,Business,calendar;calendar-o;date;day;event;month;schedule;tear-off calendar;time;when;year
f133,Calendar,Shapes,calendar;calendar-o;date;day;event;month;schedule;tear-off calendar;time;when;year
f133,Calendar,Time,calendar;calendar-o;date;day;event;month;schedule;tear-off calendar;time;when;year
f274,Calendar Check,Time,accept;agree;appointment;confirm;correct;date;day;done;enable;event;month;ok;schedule;select;success;tick;time;todo;validate;warranty;when;working;year
f783,Calendar Day,Time,date;day;detail;event;focus;month;schedule;single day;time;today;when;year
f073,Calendar Days,Business,calendar;date;day;event;month;schedule;time;when;year
f073,Calendar Days,Time,calendar;date;day;event;month;schedule;time;when;year
